ISL_450205	2020-01-15	Germany	Bavaria	Europe	0	1	2	4	B.1	2020-01
ISL_450201	2020-01-15	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-01
ISL_450206	2020-01-15	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-01
ISL_450202	2020-01-15	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-01
ISL_850687	2020-01-06	Czechia	Prague	Europe	0	2	4	14	B.1.1.141	2020-01
ISL_740528	2020-01-12	Luxemburg	NA	Europe	0	4	8	15	B.1.1.1	2020-01
ISL_406597	2020-01-23	France	Ile de France	Europe	0	0	1	2	B	2020-01
ISL_1301441	2020-01-23	France	Ile de France	Europe	0	0	1	4	B	2020-01
ISL_406596	2020-01-23	France	Ile de France	Europe	0	0	1	2	B	2020-01
ISL_410720	2020-01-23	France	Ile de France	Europe	0	0	1	2	B	2020-01
ISL_940543	2020-01-24	France	Ile de France	Europe	0	0	1	1	B	2020-01
ISL_1359938	2020-01-27	France	ARA	Europe	0	8	12	28	B.1.160	2020-01
ISL_411220	2020-01-28	France	Ile de France	Europe	0	0	1	2	B	2020-01
ISL_411219	2020-01-28	France	Ile de France	Europe	0	0	1	2	B	2020-01
ISL_406862	2020-01-28	Germany	Bavaria	Europe	0	1	1	2	B.1	2020-01
ISL_450198	2020-01-28	Germany	Bavaria	Europe	0	1	1	2	B.1	2020-01
ISL_450200	2020-01-28	Germany	Bavaria	Europe	0	1	1	2	B.1	2020-01
ISL_1143993	2020-01-29	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-01
ISL_412974	2020-01-29	Italy	Rome	Europe	0	0	2	2	B	2020-01
ISL_940542	2020-01-29	France	Ile de France	Europe	0	0	1	1	B	2020-01
ISL_410545	2020-01-29	Italy	Rome	Europe	0	0	1	2	B	2020-01
ISL_940552	2020-01-29	France	Ile de France	Europe	0	0	1	2	B	2020-01
ISL_940274	2020-01-29	France	Ile de France	Europe	0	0	1	1	B	2020-01
ISL_407079	2020-01-29	Finland	Lapland	Europe	0	0	0	0	B	2020-01
ISL_407073	2020-01-29	UK	England	Europe	0	1	1	5	B	2020-01
ISL_408431	2020-01-29	France	Ile de France	Europe	0	0	0	1	B	2020-01
ISL_408430	2020-01-29	France	Ile de France	Europe	0	0	2	3	B	2020-01
ISL_407071	2020-01-29	UK	England	Europe	0	1	1	4	B	2020-01
ISL_450199	2020-01-29	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-01
ISL_410984	2020-01-29	France	Ile de France	Europe	0	0	2	3	B	2020-01
ISL_450209	2020-01-30	Germany	Bavaria	Europe	0	1	1	2	B.1	2020-01
ISL_451302	2020-01-30	Italy	Lazio	Europe	0	0	2	2	B	2020-01
ISL_1143994	2020-01-30	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-01
ISL_410546	2020-01-31	Italy	Rome	Europe	0	0	2	2	B	2020-01
ISL_476139	2020-01-31	Sweden	Jonkoping	Europe	0	0	1	3	B	2020-01
ISL_464188	2020-02-26	UK	England	Europe	0	0	1	1	B	2020-02
ISL_542258	2020-02-29	Italy	Lombardy	Europe	0	2	4	6	B.1.1.29	2020-02
ISL_1064063	2020-02-28	Italy	Veneto	Europe	0	0	3	4	B	2020-02
ISL_1064073	2020-02-27	Italy	Veneto	Europe	0	0	2	2	B	2020-02
ISL_464197	2020-02-27	UK	England	Europe	0	1	2	4	B	2020-02
ISL_415135	2020-02-28	UK	England	Europe	0	1	3	4	B.1	2020-02
ISL_464228	2020-02-28	UK	England	Europe	0	0	1	6	B.4	2020-02
ISL_464176	2020-02-16	UK	England	Europe	0	1	4	6	B.40	2020-02
ISL_464216	2020-02-29	UK	England	Europe	0	2	2	5	B	2020-02
ISL_413581	2020-02-29	Netherlands	Oss	Europe	0	0	0	3	B.11	2020-02
ISL_464169	2020-02-13	UK	England	Europe	0	1	4	5	B.40	2020-02
ISL_464170	2020-02-13	UK	England	Europe	0	1	4	5	B.40	2020-02
ISL_464208	2020-02-27	UK	England	Europe	0	1	3	4	B.1	2020-02
ISL_414499	2020-02-26	Germany	North Rhine Westphalia	Europe	0	0	0	3	B.3	2020-02
ISL_729473	2020-02-26	Germany	Baden Wurttemberg	Europe	0	0	1	6	B.4	2020-02
ISL_542227	2020-02-23	Italy	Lombardy	Europe	0	1	2	5	B.1	2020-02
ISL_1064095	2020-02-24	Italy	Veneto	Europe	0	0	2	2	B	2020-02
ISL_542406	2020-02-27	Italy	Lombardy	Europe	0	1	3	4	B.1	2020-02
ISL_1064106	2020-02-22	Italy	Veneto	Europe	0	0	2	2	B	2020-02
ISL_1064070	2020-02-27	Italy	Veneto	Europe	0	0	2	3	B	2020-02
ISL_1064100	2020-02-23	Italy	Veneto	Europe	0	0	2	2	B	2020-02
ISL_542261	2020-02-29	Italy	Lombardy	Europe	0	1	2	3	B.1	2020-02
ISL_460088	2020-02-26	Italy	Lombardy	Europe	0	1	2	4	B.1	2020-02
ISL_416502	2020-02-26	France	Bretagne	Europe	0	1	4	5	B.1	2020-02
ISL_539558	2020-02-28	Spain	Extremadura	Europe	0	2	1	5	B	2020-02
ISL_414504	2020-02-26	Germany	North Rhine Westphalia	Europe	0	0	0	2	B.3	2020-02
ISL_415132	2020-02-28	UK	England	Europe	0	1	3	5	B.40	2020-02
ISL_417215	2020-02-25	UK	England	Europe	0	2	2	6	B.39	2020-02
ISL_460092	2020-02-28	Italy	Lombardy	Europe	0	2	2	4	B.1	2020-02
ISL_542226	2020-02-23	Italy	Lombardy	Europe	0	1	2	4	B.1	2020-02
ISL_416741	2020-02-28	Lithuania	Vilnius	Europe	0	1	3	4	B.1	2020-02
ISL_447609	2020-02-15	Germany	Frankfurt	Europe	0	2	4	6	B.1.1.29	2020-02
ISL_1064099	2020-02-23	Italy	Veneto	Europe	0	0	2	3	B	2020-02
ISL_415456	2020-02-29	Switzerland	Bern	Europe	0	3	4	7	B.1.1	2020-02
ISL_460091	2020-02-22	Italy	Lombardy	Europe	0	1	2	3	B.1	2020-02
ISL_1064075	2020-02-27	Italy	Veneto	Europe	0	0	2	2	B	2020-02
ISL_542222	2020-02-22	Italy	Lombardy	Europe	0	2	2	4	B.1	2020-02
ISL_464303	2020-02-03	UK	England	Europe	0	1	2	3	B.1	2020-02
ISL_940533	2020-02-26	France	Ile de France	Europe	0	1	2	3	B.1	2020-02
ISL_1015044	2020-02-28	France	Ile de France	Europe	0	2	4	6	B.1	2020-02
ISL_412912	2020-02-25	Germany	Baden Wurttemberg	Europe	0	2	5	7	B.1.1.29	2020-02
ISL_450203	2020-02-01	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-02
ISL_437932	2020-02-24	Austria	Tyrol	Europe	0	2	4	6	B.1.1.29	2020-02
ISL_1064087	2020-02-25	Italy	Veneto	Europe	0	0	2	3	B	2020-02
ISL_1064103	2020-02-23	Italy	Veneto	Europe	0	0	2	2	B	2020-02
ISL_629085	2020-02-29	France	ARA	Europe	0	1	2	3	B.1	2020-02
ISL_464259	2020-02-29	UK	England	Europe	0	1	3	5	B.1	2020-02
ISL_862634	2020-02-29	Spain	Catalonia	Europe	0	2	2	5	B.1	2020-02
ISL_542230	2020-02-24	Italy	Lombardy	Europe	0	1	2	3	B.1	2020-02
ISL_416743	2020-02-28	Czechia	Prague	Europe	0	2	4	7	N.4	2020-02
ISL_779704	2020-02-24	Italy	Lombardy	Europe	0	2	2	4	B.1	2020-02
ISL_738194	2020-02-24	Italy	Tuscany	Europe	0	1	2	5	B.1	2020-02
ISL_420134	2020-02-28	Norway	NA	Europe	0	1	3	4	B.1	2020-02
ISL_542257	2020-02-29	Italy	Lombardy	Europe	0	1	2	4	B.1	2020-02
ISL_1015211	2020-02-28	France	Ile de France	Europe	0	2	4	6	B.1	2020-02
ISL_455314	2020-02-28	Spain	Andalusia	Europe	0	1	1	3	A	2020-02
ISL_464194	2020-02-27	UK	England	Europe	0	1	3	4	B.1	2020-02
ISL_1311840	2020-02-15	Netherlands	South Holland	Europe	0	8	5	20	B.1.177	2020-02
ISL_464203	2020-02-29	UK	England	Europe	0	2	4	6	B.1.1.29	2020-02
ISL_415454	2020-02-28	Switzerland	Geneva	Europe	0	2	4	8	N.4	2020-02
ISL_542254	2020-02-29	Italy	Lombardy	Europe	0	1	2	5	B.1	2020-02
ISL_732541	2020-02-01	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-02
ISL_464302	2020-02-03	UK	England	Europe	0	1	3	4	B.1	2020-02
ISL_415457	2020-02-29	Switzerland	Aargau	Europe	0	2	4	7	N.4	2020-02
ISL_419655	2020-02-26	Austria	Vienna	Europe	0	0	0	2	B.3	2020-02
ISL_542246	2020-02-28	Italy	Lombardy	Europe	0	2	4	7	N.4	2020-02
ISL_1064110	2020-02-22	Italy	Veneto	Europe	0	0	2	3	B	2020-02
ISL_542225	2020-02-23	Italy	Lombardy	Europe	0	1	2	3	B.1	2020-02
ISL_460094	2020-02-25	Italy	Lombardy	Europe	0	1	2	4	B.1	2020-02
ISL_1143998	2020-02-23	Germany	Bavaria	Europe	0	1	2	3	B.1	2020-02
ISL_464190	2020-02-27	UK	England	Europe	0	1	2	4	B	2020-02
ISL_1064102	2020-02-23	Italy	Veneto	Europe	0	0	2	3	B	2020-02
ISL_413021	2020-02-29	Switzerland	Zurich	Europe	0	2	5	9	B.1.1.29	2020-02
ISL_542244	2020-02-28	Italy	Lombardy	Europe	0	2	4	7	B.1.1.29	2020-02
ISL_447613	2020-02-15	Germany	Frankfurt	Europe	0	2	2	4	B.1	2020-02
ISL_486660	2020-02-23	Italy	Lombardy	Europe	0	1	2	3	B.1	2020-02
ISL_460084	2020-02-29	Italy	Lombardy	Europe	0	2	2	4	B.1	2020-02
ISL_1015045	2020-02-29	France	Ile de France	Europe	0	1	3	5	B.1	2020-02
