ISL_493159	2020-01-25	China	Hubei	Asia	0	0	0	3	B	2020-01
ISL_412978	2020-01-17	China	Hubei	Asia	0	1	1	4	B	2020-01
ISL_582608	2020-01-30	United Arab Emirates	NA	Asia	0	3	1	4	A	2020-01
ISL_428445	2020-01-30	China	Guangdong	Asia	0	0	1	3	B	2020-01
ISL_449485	2020-01-22	China	Hubei	Asia	0	1	1	2	A	2020-01
ISL_411927	2020-01-28	Taiwan	New Taipei City	Asia	0	0	0	0	B	2020-01
ISL_493180	2020-01-26	China	Hubei	Asia	0	1	1	2	B	2020-01
ISL_497771	2020-01-29	China	Hong Kong	Asia	0	0	1	2	B.42	2020-01
ISL_416326	2020-01-30	China	Shanghai	Asia	0	1	1	2	A	2020-01
ISL_447910	2020-01-15	Thailand	Nonthaburi	Asia	0	0	0	0	B	2020-01
ISL_416333	2020-01-30	China	Shanghai	Asia	0	1	1	2	A	2020-01
ISL_421236	2020-01-20	China	Zhejiang	Asia	0	0	1	2	B	2020-01
ISL_479800	2020-01-20	Japan	Hokkaido	Asia	0	1	0	3	B.12	2020-01
ISL_451339	2020-01-27	China	Sichuan	Asia	0	0	0	0	B	2020-01
ISL_497962	2020-01-30	South Korea	NA	Asia	0	1	2	9	A	2020-01
ISL_416316	2020-01-25	China	Shanghai	Asia	0	1	2	3	A	2020-01
ISL_429102	2020-01-27	China	Guangdong	Asia	0	0	1	1	B	2020-01
ISL_416474	2020-01-28	China	Zhejiang	Asia	0	0	0	1	B	2020-01
ISL_428466	2020-01-26	China	Guangdong	Asia	0	0	1	3	B	2020-01
ISL_406717	2020-01-02	China	Hubei	Asia	0	0	0	0	B	2020-01
ISL_407193	2020-01-25	South Korea	Gyeonggi	Asia	0	1	1	4	A	2020-01
ISL_418502	2020-01-22	China	Zhejiang	Asia	0	0	0	0	B	2020-01
ISL_410713	2020-01-27	Singapore	NA	Asia	0	0	1	2	B	2020-01
ISL_413691	2020-01-15	China	Shandong	Asia	0	1	1	2	A	2020-01
ISL_962577	2020-01-28	China	Shandong	Asia	0	0	1	5	B	2020-01
ISL_413693	2020-01-15	China	Shandong	Asia	0	0	0	2	B	2020-01
ISL_962873	2020-01-21	China	Shandong	Asia	0	0	1	3	B	2020-01
ISL_428444	2020-01-30	China	Guangdong	Asia	0	0	1	5	B	2020-01
ISL_421241	2020-01-30	China	Jiangxi	Asia	0	1	2	5	A	2020-01
ISL_429853	2020-01-28	China	Zhejiang	Asia	0	0	0	4	B	2020-01
ISL_493173	2020-01-26	China	Hubei	Asia	0	1	1	3	A	2020-01
ISL_449477	2020-01-22	China	Hubei	Asia	0	1	1	4	B	2020-01
ISL_416331	2020-01-30	China	Shanghai	Asia	0	1	3	5	B.4	2020-01
ISL_406533	2020-01-22	China	Guangdong	Asia	0	1	0	2	B	2020-01
ISL_416318	2020-01-28	China	Shanghai	Asia	0	2	1	4	A	2020-01
ISL_421233	2020-01-21	China	Zhejiang	Asia	0	0	0	0	B	2020-01
