ISL_404895	2020-01-19	USA	Washington	N_America	0	2	1	3	A.1	2020-01
ISL_596386	2020-01-19	USA	Washington	N_America	0	2	1	3	A.1	2020-01
ISL_407215	2020-01-25	USA	Washington	N_America	0	2	1	3	A.1	2020-01
ISL_407214	2020-01-25	USA	Washington	N_America	0	2	1	3	A.1	2020-01
ISL_413456	2020-02-20	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_417137	2020-02-21	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_644823	2020-02-22	USA	Washington	N_America	0	2	4	6	B.1.1.29	2020-02
ISL_430131	2020-02-22	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_417135	2020-02-22	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_412970	2020-02-24	USA	Washington	N_America	0	2	4	6	A.1	2020-02
ISL_430292	2020-02-24	USA	Washington	N_America	0	2	4	6	A.1	2020-02
ISL_416462	2020-02-24	USA	Washington	N_America	0	2	4	6	A.1	2020-02
ISL_430295	2020-02-25	USA	Washington	N_America	0	2	3	6	A.1	2020-02
ISL_417134	2020-02-26	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_430126	2020-02-26	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_413025	2020-02-27	USA	Washington	N_America	0	1	2	5	B.41	2020-02
ISL_417096	2020-02-27	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_419555	2020-02-27	USA	Washington	N_America	0	0	0	1	B	2020-02
ISL_417149	2020-02-28	USA	Washington	N_America	0	2	3	7	A.1	2020-02
ISL_417155	2020-02-28	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_413560	2020-02-28	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_417095	2020-02-28	USA	Washington	N_America	0	2	4	6	A.1	2020-02
ISL_417154	2020-02-28	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_417097	2020-02-28	USA	Washington	N_America	0	2	3	5	A.1	2020-02
ISL_417147	2020-02-28	USA	Washington	N_America	0	3	3	6	A.1	2020-02
ISL_417150	2020-02-28	USA	Washington	N_America	0	2	3	6	A.1	2020-02
