ISL_406036	2020-01-22	USA	California	N_America	0	0	0	2	B	2020-01
ISL_406034	2020-01-23	USA	California	N_America	0	2	1	7	A	2020-01
ISL_410044	2020-01-27	USA	California	N_America	0	0	0	0	B	2020-01
ISL_408008	2020-01-29	USA	California	N_America	0	0	1	3	B	2020-01
ISL_408010	2020-01-29	USA	California	N_America	0	0	0	2	B	2020-01
ISL_408009	2020-01-29	USA	California	N_America	0	0	1	3	B	2020-01
ISL_411954	2020-02-06	USA	California	N_America	0	1	1	3	A	2020-02
ISL_411955	2020-02-10	USA	California	N_America	0	0	0	1	B	2020-02
ISL_412862	2020-02-23	USA	California	N_America	0	0	0	1	B	2020-02
ISL_419554	2020-02-26	USA	California	N_America	0	0	0	1	B	2020-02
ISL_435580	2020-02-26	USA	California	N_America	0	0	0	1	B	2020-02
ISL_413559	2020-02-27	USA	California	N_America	0	0	0	2	B	2020-02
ISL_413558	2020-02-27	USA	California	N_America	0	0	0	2	B	2020-02
ISL_515911	2020-02-27	USA	California	N_America	0	1	3	6	A.1	2020-02
ISL_413561	2020-02-27	USA	California	N_America	0	0	0	1	B	2020-02
ISL_515910	2020-02-27	USA	California	N_America	0	0	0	2	B	2020-02
ISL_435582	2020-02-28	USA	California	N_America	0	0	0	0	B	2020-02
ISL_435581	2020-02-28	USA	California	N_America	0	0	0	2	B	2020-02
ISL_537558	2020-02-28	USA	California	N_America	0	1	1	5	B.4	2020-02
ISL_515909	2020-02-28	USA	California	N_America	0	0	0	1	B	2020-02
ISL_435587	2020-02-29	USA	California	N_America	0	0	0	2	B	2020-02
ISL_435583	2020-02-29	USA	California	N_America	0	2	3	5	B.1	2020-02
ISL_417318	2020-02-29	USA	California	N_America	0	0	0	0	B	2020-02
ISL_435585	2020-02-29	USA	California	N_America	0	0	0	1	B	2020-02
ISL_603915	2020-03-19	USA	California	N_America	0	1	2	8	B.4.4	2020-03
ISL_437566	2020-03-24	USA	California	N_America	0	1	5	7	B.1.452	2020-03
ISL_571270	2020-03-18	USA	California	N_America	0	2	3	6	A.1	2020-03
ISL_571282	2020-03-22	USA	California	N_America	0	1	4	6	B.1	2020-03
ISL_467955	2020-03-18	USA	California	N_America	0	1	4	5	B.1	2020-03
ISL_475634	2020-03-25	USA	California	N_America	0	3	4	7	B.1.1.162	2020-03
ISL_483429	2020-03-28	USA	California	N_America	0	1	5	7	B.1.267	2020-03
ISL_475635	2020-03-25	USA	California	N_America	0	0	0	0	B	2020-03
ISL_429008	2020-03-28	USA	California	N_America	0	2	3	6	A.1	2020-03
ISL_475578	2020-03-22	USA	California	N_America	0	1	4	6	B.1	2020-03
ISL_435666	2020-03-07	USA	California	N_America	0	0	3	5	B.1.110	2020-03
ISL_604917	2020-03-15	USA	California	N_America	0	1	2	5	B.1.98	2020-03
ISL_571493	2020-03-23	USA	California	N_America	0	2	4	6	B.1.1.29	2020-03
ISL_571415	2020-03-20	USA	California	N_America	0	2	4	6	B.1.1.29	2020-03
ISL_437559	2020-03-26	USA	California	N_America	0	2	4	7	B.1	2020-03
ISL_571806	2020-03-19	USA	California	N_America	0	2	3	6	A.1	2020-03
ISL_571703	2020-03-17	USA	California	N_America	0	1	4	5	B.1	2020-03
ISL_603924	2020-03-18	USA	California	N_America	0	1	1	10	A.3	2020-03
ISL_450454	2020-03-25	USA	California	N_America	0	2	4	9	B.1.1.207	2020-03
ISL_435618	2020-03-09	USA	California	N_America	0	0	0	1	B	2020-03
ISL_604420	2020-03-18	USA	California	N_America	0	2	4	6	B.1.320	2020-03
ISL_603766	2020-03-17	USA	California	N_America	0	2	4	6	A.1	2020-03
ISL_604018	2020-03-15	USA	California	N_America	0	1	2	8	B.4.4	2020-03
ISL_437581	2020-03-21	USA	California	N_America	0	1	4	5	B.1	2020-03
ISL_429033	2020-03-28	USA	California	N_America	0	1	4	5	B.1	2020-03
ISL_454693	2020-03-13	USA	California	N_America	0	2	3	7	A.1	2020-03
ISL_537494	2020-03-30	USA	California	N_America	0	2	4	6	B.1.320	2020-03
ISL_604427	2020-03-18	USA	California	N_America	0	1	4	6	B.1	2020-03
ISL_604196	2020-03-15	USA	California	N_America	0	2	3	8	A.1	2020-03
ISL_515907	2020-03-30	USA	California	N_America	0	1	5	8	B.1	2020-03
ISL_603803	2020-03-18	USA	California	N_America	0	2	2	4	B.1	2020-03
ISL_604403	2020-03-18	USA	California	N_America	0	0	1	5	B.6	2020-03
ISL_604746	2020-03-16	USA	California	N_America	0	2	4	6	B.1.1.29	2020-03
ISL_468402	2020-03-23	USA	California	N_America	0	1	5	8	B.1	2020-03
