bkg-r1m	YP_009725297.1	540	leader_protein	80	165	24	48
bkg-r1m	YP_009725298.1	1914	nsp2	273	638	79	206
bkg-r1m	YP_009725299.1	5835	nsp3	867	1936	244	598
bkg-r1m	YP_009725300.1	1500	nsp4	295	561	73	159
bkg-r1m	YP_009725301.1	918	3C-like_proteinase	139	302	39	97
bkg-r1m	YP_009725302.1	870	nsp6	140	269	30	77
bkg-r1m	YP_009725303.1	249	nsp7	25	66	10	24
bkg-r1m	YP_009725304.1	594	nsp8	79	208	26	54
bkg-r1m	YP_009725305.1	339	nsp9	46	102	13	29
bkg-r1m	YP_009725306.1	417	nsp10	58	130	20	33
bkg-r1m	YP_009725307.1	2796	RNA-dependent_RNA_polymerase	442	982	102	270
bkg-r1m	YP_009725308.1	1803	helicase	270	601	70	166
bkg-r1m	YP_009725309.1	1581	3-to-5_exonuclease	241	530	68	172
bkg-r1m	YP_009725310.1	1038	endoRNAse	158	309	39	90
bkg-r1m	YP_009725311.1	894	2-O-ribose_methyltransferase	118	328	39	86
bkg-r1m	YP_009724390.1	3822	surface_glycoprotein	585	1344	150	362
bkg-r1m	YP_009724390.1_S1	1623	S1_subunit	274	653	69	162
bkg-r1m	YP_009724390.1_S2	2196	S2_subunit	311	691	81	200
bkg-r1m	YP_009724391.1	828	ORF3a_protein	130	326	32	62
bkg-r1m	YP_009724392.1	228	envelope_protein	35	78	9	22
bkg-r1m	YP_009724393.1	669	membrane_glycoprotein	127	214	34	46
bkg-r1m	YP_009724394.1	186	ORF6_protein	17	66	6	14
bkg-r1m	YP_009724395.1	366	ORF7a_protein	48	91	13	28
bkg-r1m	YP_009725318.1	132	ORF7b	23	30	8	6
bkg-r1m	YP_009724396.1	366	ORF8_protein	89	125	21	30
bkg-r1m	YP_009724397.2	1260	nucleocapsid_phosphoprotein	196	404	62	99
bkg-r1m	YP_009725255.1	117	ORF10_protein	13	31	6	9
